"[['t cell'], ['nk cell'], ['gamma-delta t cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['t cell'], ['memory t cell'], ['cd4+ t cell']]"
"[['nk cell'], ['cytotoxic t cell'], ['cd8+ t cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['t cell'], ['cytotoxic t cell'], ['memory t cell']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['proximal tubular cell'], ['distal tubular cell'], ['loop of henle cells']]"
"[['endothelial cell'], ['glomerular endothelial cell'], ['peritubular capillary cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['red blood cell'], ['platelet'], ['low-quality/artifactual cell']]"
"[['colonocyte'], ['enterocyte'], ['goblet cell']]"
"[['intestinal stem cell'], ['progenitor cell'], ['transit-amplifying cell']]"
"[['enterocyte'], ['colonocyte'], ['absorptive cell']]"
"[['tuft cell'], ['chemosensory cell'], ['enteroendocrine cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['enteroendocrine cell'], ['neuroendocrine cell'], ['serotonin-producing cell']]"
"[['endothelial cell'], ['epithelial cell'], ['progenitor cell']]"
"[['mast cell'], ['basophil'], ['eosinophil']]"
"[['cd8+ t cell'], ['nk cell'], ['cytotoxic t cell']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['best4+ enterocyte'], ['enterocyte'], ['goblet cell']]"
"[['goblet cell'], ['mucus-secreting cell'], ['intestinal epithelial cell']]"
"[['fibroblast'], ['stromal cell'], ['myofibroblast']]"
"[['proliferating epithelial cell'], ['intestinal stem cell'], ['transit-amplifying cell']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
"[['enteric glial cell'], ['schwann cell'], ['smooth muscle cell']]"
"[['goblet cell'], ['enterocyte'], ['colonocyte']]"
"[['t cell'], ['memory t cell'], ['mait cell']]"
"[['kupffer cell'], ['macrophage'], ['monocyte']]"
"[['erythroid progenitor'], ['red blood cell'], ['reticulocyte']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['t cell'], ['cd4+ t cell'], ['cd8+ t cell']]"
"[['cholangiocyte'], ['biliary epithelial cell'], ['hepatic progenitor cell']]"
"[['hepatocyte'], ['liver parenchymal cell'], ['hepatic stellate cell']]"
"[['plasma cell'], ['memory b cell'], ['b cell']]"
"[['nk cell'], ['gamma delta t cell'], ['cytotoxic t cell']]"
"[['dendritic cell (cdc1)'], ['plasmacytoid dendritic cell'], ['monocyte-derived dendritic cell']]"
"[['liver sinusoidal endothelial cell'], ['endothelial cell'], ['vascular endothelial cell']]"
"[['monocyte'], ['macrophage'], ['myeloid cell']]"
"[['macrophage'], ['dendritic cell'], ['b cell']]"
"[['hepatic stellate cell'], ['myofibroblast'], ['smooth muscle cell']]"
"[['endothelial cell'], ['alveolar type 1 cell'], ['fibroblast']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['goblet cell'], ['club cell'], ['ciliated cell']]"
"[['lymphatic endothelial cell'], ['endothelial cell'], ['fibroblast']]"
"[['fibroblast'], ['smooth muscle cell'], ['alveolar type ii cell']]"
"[['lymphatic endothelial cell'], ['venous endothelial cell'], ['fibroblast']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['plasmacytoid dendritic cell'], ['plasma cell'], ['b cell']]"
"[['pericyte'], ['smooth muscle cell'], ['fibroblast']]"
"[['endothelial cell'], ['venous endothelial cell'], ['capillary endothelial cell']]"
"[['pulmonary neuroendocrine cell'], ['ionocyte'], ['neuronal cell']]"
"[['pericyte'], ['smooth muscle cell'], ['endothelial cell']]"
"[['ionocyte'], ['club cell'], ['goblet cell']]"
"[['fibroblast'], ['smooth muscle cell'], ['adipocyte']]"
"[['monocyte'], ['macrophage'], ['neutrophil']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['club cell'], ['alveolar type ii cell'], ['goblet cell']]"
"[['glandular epithelial cell'], ['serous cell'], ['submucosal gland cell']]"
"[['goblet cell'], ['mesothelial cell'], ['fibroblast']]"
"[['plasma cell'], ['b cell'], ['plasmablast']]"
"[['b cell'], ['naive b cell'], ['memory b cell']]"
"[['alveolar type ii cell'], ['alveolar type i cell'], ['club cell']]"
"[['t cell'], ['naive t cell'], ['memory t cell']]"
"[['cytotoxic t cell'], ['nk cell'], ['gamma delta t cell']]"
"[['nk cell'], ['cytotoxic t cell'], ['nkt cell']]"
"[['endothelial cell'], ['activated endothelial cell'], ['venous endothelial cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['fibroblast'], ['myofibroblast'], ['adipocyte']]"
"[['neutrophil'], ['monocyte'], ['macrophage']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['neutrophil'], ['monocyte'], ['macrophage']]"
"[['endothelial cell'], ['lymphatic endothelial cell'], ['venous endothelial cell']]"
"[['ciliated epithelial cell'], ['club cell'], ['basal cell']]"
"[['dendritic cell'], ['cdc2'], ['plasmacytoid dendritic cell']]"
"[['basal cell'], ['squamous epithelial cell'], ['secretory cell']]"
"[['club cell'], ['serous cell'], ['goblet cell']]"
"[['alveolar macrophage'], ['macrophage'], ['monocyte']]"
"[['macrophage'], ['lymphatic endothelial cell'], ['nk cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['plasmacytoid dendritic cell'], ['b cell'], ['dendritic cell']]"
"[['adipocyte'], ['fibroblast'], ['endothelial cell']]"
"[['erythroid cell'], ['red blood cell'], ['proerythroblast']]"
"[['t cell'], ['central memory t cell'], ['effector t cell']]"
"[['naive b cell'], ['memory b cell'], ['plasma cell']]"
"[['b cell'], ['memory b cell'], ['plasma cell']]"
"[['t cell'], ['naive t cell'], ['memory t cell']]"
"[['cytotoxic t cell'], ['nk cell'], ['effector t cell']]"
"[['nk cell'], ['cytotoxic t cell'], ['nkt cell']]"
"[['monocyte'], ['macrophage'], ['neutrophil']]"
"[['dendritic cell'], ['mature dendritic cell'], ['macrophage']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['hematopoietic stem cell'], ['progenitor cell'], ['dendritic cell precursor']]"
"[['endothelial cell'], ['fibroblast'], ['pericyte']]"
"[['dendritic cell'], ['macrophage'], ['progenitor cell']]"
"[['b cell'], ['plasmacytoid dendritic cell'], ['memory b cell']]"
"[['cd8+ t cell'], ['natural killer cell'], ['effector memory t cell']]"
"[['naive t cell'], ['mait cell'], ['gamma-delta t cell']]"
"[['cd4+ t cell'], ['naive t cell'], ['central memory t cell']]"
"[['b cell'], ['cd4+ t cell'], ['plasma cell']]"
"[['cd4+ t cell'], ['central memory t cell'], ['activated t cell']]"
"[['plasma cell'], ['plasmablast'], ['b cell']]"
"[['neutrophil'], ['monocyte'], ['myeloid-derived suppressor cell']]"
"[['monocyte'], ['macrophage'], ['neutrophil']]"
"[['natural killer cell'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['macrophage'], ['foam cell'], ['dendritic cell']]"
"[['regulatory t cell'], ['activated t cell'], ['effector t cell']]"
"[['myoepithelial cell'], ['basal epithelial cell'], ['smooth muscle cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['natural killer cell'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['lymphatic endothelial cell'], ['fibroblast'], ['stromal cell']]"
"[['endothelial cell'], ['blood vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['plasma cell'], ['b cell'], ['plasmablast']]"
"[['endothelial cell'], ['high endothelial venule'], ['lymphatic endothelial cell']]"
"[['pericyte'], ['smooth muscle cell'], ['myoepithelial cell']]"
"[['smooth muscle cell'], ['cardiomyocyte'], ['myofibroblast']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['luminal epithelial cell'], ['glandular epithelial cell'], ['secretory cell']]"
"[['t cell'], ['memory t cell'], ['naive t cell']]"
"[['fibroblast'], ['adipocyte'], ['stromal cell']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['natural killer cell'], ['cytotoxic t cell'], ['effector t cell']]"
"[['mesothelial cell'], ['epithelial cell'], ['myoepithelial cell']]"
"[['erythroid cell'], ['red blood cell'], ['progenitor cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['cardiomyocyte'], ['cardiac muscle cell'], ['myocyte']]"
"[['skeletal muscle cell'], ['fast-twitch muscle fiber'], ['myocyte']]"
"[['tenocyte'], ['tendon cell'], ['chondrocyte']]"
"[['t cell'], ['memory t cell'], ['naive t cell']]"
"[['adipocyte'], ['mesenchymal stem cell'], ['stromal cell']]"
"[['macrophage'], ['monocyte'], ['myeloid cell']]"
"[['t cell'], ['memory t cell'], ['central memory t cell']]"
"[['t cell'], ['effector memory t cell'], ['naive t cell']]"
"[['smooth muscle cell'], ['pericyte'], ['myofibroblast']]"
"[['endothelial cell'], ['arterial endothelial cell'], ['venous endothelial cell']]"
"[['fibroblast'], ['adipocyte'], ['stromal cell']]"
"[['lymphatic endothelial cell'], ['fibroblast'], ['stromal cell']]"
"[['adipocyte'], ['endothelial cell'], ['macrophage']]"
"[['endothelial cell'], ['high endothelial venule'], ['lymphatic endothelial cell']]"
"[['enteroendocrine cell'], ['g cell'], ['neuroendocrine cell']]"
"[['beta cell'], ['endocrine cell'], ['neuroendocrine cell']]"
"[['pp cell'], ['pancreatic polypeptide cell'], ['endocrine cell']]"
"[['mast cell'], ['myeloid cell'], ['basophil']]"
"[['beta cell'], ['endocrine cell'], ['pancreatic islet cell']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
"[['ductal cell'], ['epithelial cell'], ['centroacinar cell']]"
"[['b cell'], ['naive b cell'], ['memory b cell']]"
"[['fibroblast'], ['stellate cell'], ['mesenchymal stromal cell']]"
"[['nk cell'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['pericyte'], ['smooth muscle cell'], ['fibroblast']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['endothelial cell'], ['fibroblast'], ['pericyte']]"
"[['cd8+ t cell'], ['nk cell'], ['cytotoxic t cell']]"
"[['acinar cell'], ['ductal cell'], ['pancreatic enzymatic cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['cd8+ t cell'], ['t cell'], ['nk cell']]"
"[['luminal epithelial cell'], ['prostate epithelial cell'], ['secretory cell']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['secretory epithelial cell'], ['luminal cell'], ['prostate glandular cell']]"
"[['basal epithelial cell'], ['epithelial cell'], ['glandular cell']]"
"[['secretory cell'], ['mitochondrial-rich cell'], ['neuroendocrine cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['smooth muscle cell'], ['pericyte'], ['myofibroblast']]"
"[['luminal epithelial cell'], ['secretory cell'], ['urothelial cell']]"
"[['luminal epithelial cell'], ['secretory cell'], ['prostate glandular cell']]"
"[['nk cell'], ['gamma-delta t cell'], ['cytotoxic t cell']]"
"[['memory t cell'], ['activated t cell'], ['cd4+ t cell']]"
"[['erythrocyte'], ['red blood cell'], ['hematopoietic cell']]"
"[['nk cell'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['fibroblast'], ['stromal cell'], ['smooth muscle cell']]"
"[['secretory epithelial cell'], ['seminal vesicle cell'], ['luminal cell']]"
"[['basal epithelial cell'], ['myoepithelial cell'], ['epithelial cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['ductal epithelial cell'], ['mucous acinar cell'], ['secretory cell']]"
"[['myoepithelial cell'], ['basal epithelial cell'], ['epithelial cell']]"
"[['cd8+ t cell'], ['t cell'], ['nk cell']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['mucous acinar cell'], ['secretory cell'], ['ductal cell']]"
"[['plasma cell'], ['b cell'], ['ribosomal-rich cell']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['cycling cell'], ['proliferating cell'], ['stem cell']]"
"[['plasma cell'], ['b cell'], ['secretory b cell']]"
"[['smooth muscle cell'], ['myoepithelial cell'], ['myofibroblast']]"
"[['macrophage'], ['monocyte'], ['dendritic cell']]"
"[['t cell'], ['nk cell'], ['gamma-delta t cell']]"
"[['cycling cell'], ['proliferating cell'], ['stem cell']]"
"[['acinar cell'], ['secretory cell'], ['ductal cell']]"
"[['b cell'], ['immature b cell'], ['plasma cell']]"
"[['b cell'], ['mature b cell'], ['memory b cell']]"
"[['naive t cell'], ['t cell'], ['memory t cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['myoepithelial cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['natural killer cell'], ['cytotoxic t cell'], ['γδ t cell']]"
"[['fibroblast'], ['adipocyte'], ['myoepithelial cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['myoepithelial cell'], ['fibroblast'], ['stromal cell']]"
"[['cytotoxic t cell'], ['natural killer cell'], ['cd8+ t cell']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['langerhans cell'], ['dendritic cell'], ['macrophage']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
"[['cd4+ t cell'], ['regulatory t cell'], ['helper t cell']]"
"[['plasma cell'], ['b cell'], ['marginal zone b cell']]"
"[['glandular epithelial cell'], ['sweat gland cell'], ['secretory cell']]"
"[['regulatory t cell'], ['cd4+ t cell'], ['effector t cell']]"
"[['melanocyte'], ['melanoma cell'], ['pigment cell']]"
"[['naive t cell'], ['central memory t cell'], ['cd4+ t cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['natural killer t cell'], ['mucosal-associated invariant t cell'], ['natural killer cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['fibroblast'], ['stromal cell'], ['adipocyte']]"
"[['cd8+ t cell'], ['memory t cell'], ['cytotoxic t cell']]"
"[['dendritic cell'], ['activated b cell'], ['antigen-presenting cell']]"
"[['t cell'], ['memory t cell'], ['central memory t cell']]"
"[['macrophage'], ['m2 macrophage'], ['monocyte']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['cytotoxic t cell'], ['cd8+ t cell'], ['effector t cell']]"
"[['dendritic cell'], ['activated dendritic cell'], ['macrophage']]"
"[['natural killer t cell'], ['γδ t cell'], ['mucosal-associated invariant t cell']]"
"[['t cell'], ['γδ t cell'], ['effector t cell']]"
"[['mast cell'], ['basophil'], ['myeloid cell']]"
"[['paneth cell'], ['goblet cell'], ['chief cell']]"
"[['enterocyte'], ['absorptive cell'], ['mitochondria-rich cell']]"
"[['enteroendocrine cell'], ['neuroendocrine cell'], ['secretory cell']]"
"[['enterocyte'], ['detoxifying cell'], ['epithelial cell']]"
"[['intestinal stem cell'], ['progenitor cell'], ['transit-amplifying cell']]"
"[['enterocyte'], ['crypt cell'], ['epithelial cell']]"
"[['endothelial cell'], ['vascular endothelial cell'], ['lymphatic endothelial cell']]"
"[['enteroendocrine cell'], ['neuroendocrine cell'], ['secretory cell']]"
"[['fibroblast'], ['stromal cell'], ['myofibroblast']]"
"[['plasma cell'], ['memory b cell'], ['b cell']]"
"[['paneth cell'], ['goblet cell'], ['enterocyte']]"
"[['stromal cell'], ['myofibroblast'], ['enteric glial cell']]"
"[['b cell'], ['dendritic cell'], ['macrophage']]"
"[['cd8+ t cell'], ['natural killer cell'], ['cytotoxic t cell']]"
"[['goblet cell'], ['secretory cell'], ['mucus-producing cell']]"
"[['proliferating cell'], ['stem cell'], ['transit-amplifying cell']]"
"[['macrophage'], ['m2 macrophage'], ['monocyte']]"
"[['enterocyte'], ['absorptive cell'], ['epithelial cell']]"
"[['innate lymphoid cell (ilc2/ilc3)'], ['mucosal t cell'], ['memory t cell']]"
"[['tuft cell'], ['chemosensory cell'], ['enteroendocrine cell']]"
"[['mast cell'], ['hematopoietic progenitor'], ['dendritic cell']]"
"[['erythrocyte'], ['erythroblast'], ['reticulocyte']]"
"[['regulatory t cell (treg)'], ['activated cd4+ t cell'], ['memory t cell']]"
"[['megakaryocyte'], ['platelet'], ['proplatelet-forming cell']]"
"[['neutrophil'], ['myeloid precursor'], ['granulocyte']]"
"[['gamma-delta t cell'], ['natural killer cell (nk cell)'], ['mucosal-associated invariant t cell (mait)']]"
"[['conventional dendritic cell type 1 (cdc1)'], ['dendritic cell'], ['myeloid cell']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
"[['cycling b cell'], ['centroblast'], ['proliferating cell']]"
"[['natural killer cell (nk cell)'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['conventional dendritic cell type 1 (cdc1)'], ['dendritic cell'], ['myeloid cell']]"
"[['natural killer cell (nk cell)'], ['cd8+ t cell'], ['cytotoxic t cell']]"
"[['macrophage'], ['dendritic cell'], ['foam cell']]"
"[['naive t cell'], ['central memory t cell'], ['cd4+ t cell']]"
"[['natural killer t cell (nkt cell)'], ['gamma-delta t cell'], ['cytotoxic t cell']]"
"[['cd8+ t cell'], ['effector t cell'], ['memory t cell']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['endothelial cell'], ['adipocyte'], ['fibroblast']]"
"[['naive t cell'], ['central memory t cell'], ['cd4+ t cell']]"
"[['macrophage'], ['monocyte'], ['foam cell']]"
"[['neutrophil'], ['granulocyte'], ['myeloid cell']]"
"[['naive b cell'], ['transitional b cell'], ['mature b cell']]"
"[['plasma cell'], ['marginal zone b cell'], ['memory b cell']]"
"[['b cell'], ['follicular b cell'], ['memory b cell']]"
"[['b cell'], ['follicular b cell'], ['plasma cell']]"
"[['conventional dendritic cell type 1 (cdc1)'], ['granulocyte'], ['myeloid cell']]"
"[['alpha-beta t cell'], ['gamma-delta t cell'], ['immature t cell']]"
"[['cd8+ t cell'], ['natural killer cell (nk cell)'], ['gamma-delta t cell']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
"[['cd8+ t cell'], ['natural killer cell (nk cell)'], ['effector t cell']]"
"[['naive b cell'], ['transitional b cell'], ['mature b cell']]"
"[['natural killer cell (nk cell)'], ['hematopoietic stem cell (hsc)'], ['mast cell']]"
"[['natural killer cell (nk cell)'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['myocyte (skeletal muscle)'], ['myoid cell'], ['stromal cell']]"
"[['conventional dendritic cell type 1 (cdc1)'], ['plasmacytoid dendritic cell (pdc)'], ['mast cell']]"
"[['lymphatic endothelial cell'], ['fibroblast'], ['stromal cell']]"
"[['double-positive thymocyte (cd4+ cd8+)'], ['immature t cell'], ['mature t cell']]"
"[['mast cell'], ['basophil'], ['progenitor cell']]"
"[['epithelial cell'], ['keratinocyte'], ['glandular cell']]"
"[['macrophage'], ['neutrophil'], ['monocyte']]"
"[['adipocyte'], ['endothelial cell'], ['macrophage']]"
"[['natural killer cell (nk cell)'], ['cytotoxic t cell'], ['gamma-delta t cell']]"
"[['naive t cell'], ['double-positive thymocyte'], ['cd4+ t cell']]"
"[['regulatory t cell (treg)'], ['activated cd4+ t cell'], ['effector t cell']]"
"[['early t cell progenitor'], ['cycling t cell'], ['nk cell']]"
"[['cd8+ t cell'], ['natural killer cell (nk cell)'], ['effector memory t cell']]"
"[['cycling cell (proliferating)'], ['hematopoietic progenitor'], ['mitotic cell']]"
"[['erythrocyte'], ['erythroblast'], ['reticulocyte']]"
"[['epithelial cell'], ['urothelial cell'], ['thymic epithelial cell']]"
"[['b cell'], ['plasma cell'], ['memory b cell']]"
"[['macrophage'], ['dendritic cell'], ['monocyte']]"
"[['smooth muscle cell'], ['myofibroblast'], ['pericyte']]"
"[['plasma cell'], ['memory b cell'], ['b cell']]"
"[['lymphatic endothelial cell'], ['blood endothelial cell'], ['fibroblastic reticular cell']]"
"[['endothelial cell (venous)'], ['endothelial cell (capillary)'], ['pericyte']]"
"[['fibroblast'], ['adipocyte'], ['mesenchymal stromal cell']]"
"[['adipocyte'], ['mesenchymal cell'], ['endothelial cell']]"
"[['keratinocyte (stratified squamous)'], ['epithelial cell'], ['suprabasal cell']]"
"[['muscle satellite cell'], ['myoblast'], ['skeletal muscle cell']]"
"[['schwann cell'], ['glial cell'], ['neural crest-derived cell']]"
"[['lymphatic endothelial cell'], ['smooth muscle cell'], ['pericyte']]"
"[['endothelial cell (vascular)'], ['hematopoietic progenitor cell'], ['pericyte']]"
"[['endothelial cell'], ['fibroblast'], ['pericyte']]"
"[['fibroblast'], ['adipocyte'], ['smooth muscle cell']]"
"[['naive t cell'], ['memory t cell'], ['lymphocyte']]"
"[['keratinocyte (basal)'], ['epithelial cell'], ['hemidesmosome-rich cell']]"
"[['plasma cell'], ['b cell'], ['memory b cell']]"
